,Island_Name,Acreage,Country,latitude,longitude,Large Acreage,Ocean Island,Income Potential,Mainland Power,Islands with Beaches,Turn Key,Airstrip or Fly-in,Income Producing,Lake Island,Seasonal,Historic,River Island,Mainland Lot,nearest_city,city_distance,price,predicted
94,Fairview Island,20,Canada,45.225600682004995,-79.069234899414,0,0,1,1,0,1,0,0,1,1,0,0,0,Huntsville,10.33,2067518.625,yes
95,Emerald Island,6,United States of America,37.071107874446,-79.60751847100799,0,0,1,0,0,1,0,0,1,0,0,0,0,North Shore,2.9,2028660.375,yes
96,Ram Island Washington,10,United States of America,48.476404758247995,-122.83138870701,0,0,0,0,1,0,0,0,1,0,0,0,0,Friday Harbor,9.4,826344.3125,yes
97,Victor Island Escape,8,Australia,-21.323164346979002,149.32219402856,0,1,1,0,1,1,0,0,0,0,0,0,0,Hay Point,3.63,2176142.5,yes
98,Nukanamo Island,22,Tonga,-19.714895604984,-174.27620482543998,1,1,0,0,1,0,0,0,0,0,0,0,0,Pangai,8.56,5574516.0,yes
99,Turn Island,82,Canada,50.3478502,-125.46669909999999,1,1,1,0,0,0,0,0,0,0,0,0,0,Campbell River,24.92,3244345.0,yes
100,Jesse Island,9,Canada,49.207208,-123.94612,0,1,1,0,0,0,0,0,0,0,0,0,0,Nanaimo,2.83,1272054.125,yes
101,Vigur Island,111,Iceland,66.0554547,-22.8289032,1,1,1,1,0,1,0,0,0,0,0,0,0,Ísafjarðarbær,8.5,90357920.0,yes
102,Cayo Geraldo,25,United States of America,17.935866056483,-66.299191132324,1,1,1,0,1,1,0,0,0,0,0,0,0,Punta Cana,145.16,8520404.0,yes
103,Bull Island,175,Canada,49.485336943353005,-124.19614059041001,1,1,0,0,1,0,0,0,0,0,0,0,0,South Pender Harbour,12.17,4365564.0,yes
104,Lobster Island,3,Bahamas,25.463572531511,-76.785163879395,0,1,1,0,0,1,0,0,0,0,0,0,0,Spanish Wells,5.92,8515304.0,yes
105,White's Island,143,United States of America,45.182037,-67.692089,1,0,0,0,0,0,0,0,1,0,0,0,1,Washington County,15.24,2840936.25,yes
106,Moffat Island,2,Canada,45.537104320001,-80.434898005127,0,0,1,1,0,1,0,0,1,1,0,0,0,Parry Sound,23.39,1595778.375,yes
107,Little Horse Island,8,United States of America,32.398244,-80.488175,0,1,1,1,0,1,0,0,0,0,0,0,0,Beaufort,10.84,1778249.875,yes
108,Platanal Island,6,Panama,8.4447581,-79.00728829999998,0,1,0,0,1,0,0,0,0,0,0,0,0,Distrito de Balboa,1.59,2418954.0,yes
109,Blanchette Island,5,Canada,45.203605586962006,-80.135561594165,0,0,1,0,0,1,0,0,1,0,0,0,0,Parry Sound,11.06,981171.5625,yes
110,Mclean Island,1200,United States of America,36.262942428875,-89.53071572485399,1,0,0,0,0,0,0,0,0,0,0,1,0,Ridgely,2.39,14219308.0,yes
111,Comfort Island,2,United States of America,44.325168154802,-75.936228984131,0,0,1,0,0,1,0,0,0,0,1,1,0,Alexandria Bay,1.18,2097705.75,yes
112,Bijela Island,8,Croatia,44.86444457105699,14.761233520508,0,1,0,0,0,0,0,0,0,0,1,0,0,Lopar,2.68,2007147.375,yes
113,Castaway Island,2,Vanuatu,-15.613184137641001,167.14538207473,0,1,1,0,1,1,0,0,0,0,0,0,0,Luganville,6.54,2097287.0,yes
114,Anchor Island,2,Canada,45.4908086,-80.42047729999999,0,0,1,0,0,1,0,0,1,1,0,0,0,Parry Sound,21.15,873938.0625,yes
115,Great Diamond Island-30 West Shore Drive,1,United States of America,43.67531756836701,-70.20342490957,0,1,1,1,0,1,0,0,0,1,0,0,0,South Portland,3.0,2237732.25,yes
116,Petit Gauke and Little Petit Gauke Islands,37,United States of America,31.911835217990003,-81.113937275391,1,0,0,0,0,0,0,0,0,0,1,1,0,Montgomery,2.04,2591742.75,yes
117,Morgan's Island,59,United States of America,32.542884769518,-80.72134071118201,1,0,0,0,0,0,0,0,0,0,0,1,0,Burton,7.4,768064.3125,yes
118,Squaw Island,69,United States of America,45.837138660973,-85.588043247266,1,0,0,0,1,0,0,0,1,0,0,0,0,Schoolcraft County,31.67,-1316194.75,yes
119,North Breeze Island,12,United States of America,32.53102665029,-80.724902636462,0,0,0,0,0,0,0,0,0,0,0,1,1,Burton,6.58,817774.4375,yes
120,Pretty Joe Rock,0,United States of America,24.718506098141,-81.08540255588899,0,0,1,0,0,0,0,0,0,0,0,0,0,Marathon,0.45,24291098.0,yes
121,Maude Island,1,United States of America,57.034086979986,-135.32443173408998,0,1,1,1,0,1,0,0,0,0,0,0,0,Sitka,1.34,3858564.0,yes
122,Casco Bay Island,41,United States of America,44.95568529999999,-66.9318625,1,1,1,0,0,1,0,0,0,1,0,0,0,Eastport,4.45,4074835.0,yes
123,xCasco Bay Islandx,41,Canada,44.955627,-66.931286,0,1,1,0,1,1,0,0,0,1,0,0,1,Eastport,4.46,3726657.75,yes
124,Douglas Island,4,United States of America,44.50982,-73.86065500000002,0,0,1,0,0,1,0,0,1,0,0,0,0,Dannemora,16.1,900649.75,yes
125,"Blue Island, Nova Scotia",188,Canada,43.68193257376601,-65.176161365112,1,1,1,0,1,0,0,0,0,0,0,0,1,Shelburne,9.26,4653835.5,yes
126,Belle Island,2,United States of America,44.3408833,-75.927453,0,0,1,0,0,1,0,0,0,0,0,1,0,Alexandria Bay,0.59,-157190.4375,yes
127,"Sheep Island, British Columbia",8,Canada,48.67587284845701,-123.32820262123998,0,1,1,0,0,1,0,0,0,0,0,0,0,North Saanich,4.21,2112660.25,yes
128,Savage Isle,8,United States of America,32.1821495,-80.8653872,0,0,0,0,0,0,0,0,0,0,0,1,0,Bluffton,3.81,1362668.25,yes
129,Rosewood Caye,25,Belize,18.048256,-87.947745,1,1,0,0,0,0,0,0,0,0,0,0,0,San Pedro,9.22,4356196.5,yes
130,xEagle Islandx,7,United States of America,45.833068,-88.033817,0,0,0,0,0,0,0,0,1,0,0,0,0,Iron Mountain,1.78,798633.4375,yes
131,Rose Island,21,United States of America,46.142301399870995,-89.08527101930002,1,0,1,0,0,1,0,0,1,0,0,0,0,Eagle River,17.32,1393082.375,yes
132,South Octopus Island,50,Canada,50.273704262594,-125.22330309463001,1,1,0,0,0,0,0,0,0,0,0,0,0,Campbell River,17.81,1656385.5,yes
133,Dolphin Jump Key,1,United States of America,24.740585819882003,-81.034797722212,0,1,0,0,0,0,0,0,0,0,0,0,1,Marathon,3.95,5467587.5,yes
134,Ile de Paon,6,United States of America,32.424975472531,-80.59638792596401,0,0,0,0,0,0,0,0,0,0,0,1,1,Beaufort,4.31,1342620.75,yes
135,Julia Island,7,Canada,48.875164500000004,-123.3965906,0,1,1,0,0,0,0,0,0,0,0,0,0,Ganges,4.95,802914.8125,yes
136,Kangaroo Island,410,Australia,-25.430446547811,152.88147001222,1,1,0,0,1,0,0,0,0,0,0,0,0,River Heads,2.23,4938313.0,yes
137,Fish Bladder Island,12,United States of America,44.6719893,-73.2531858,0,0,1,0,1,1,0,0,1,0,0,0,0,Milton,7.36,1123956.0,yes
138,Casa Brisa by the Sea,3,Belize,17.955282999999994,-87.982754,0,1,1,0,1,1,0,0,0,0,0,0,0,San Pedro,2.93,3497993.75,yes
139,Island C-935,5,Canada,45.347625206832,-80.2892995,0,0,1,1,0,1,0,0,1,1,0,0,0,Parry Sound,12.34,1404773.5,yes
140,Crown Island,18,Canada,45.06895220000001,-79.5231132,0,0,1,1,0,1,0,0,1,1,0,0,0,Bracebridge,10.39,1437875.0,yes
141,Island of Sirens,1,Italy,37.858355221154,15.300878364418,0,1,0,0,0,0,0,0,0,0,0,0,0,Taormina,0.75,914316.9375,yes
142,Sumba Island Properties,5,Indonesia,-9.7699747467317,119.36698717401,1,1,0,0,1,0,0,0,0,0,0,0,0,Kabupaten Sumba Barat,15.14,-98868.125,yes
143,Surf Beach Property,4,Indonesia,-9.6993439,119.9740534,0,1,0,0,1,0,0,0,0,0,0,0,0,Waingapu,19.97,-142784.59375,yes
144,Prince Cay,9,Bahamas,26.951557116055003,-77.60854041543,0,1,1,0,1,0,0,0,0,0,0,0,0,Cooper’s Town,8.16,1896781.75,yes
145,The Tryon Islands,6,Canada,45.0737604,-80.0796331,0,0,1,0,0,1,0,0,1,1,0,0,0,Parry Sound,19.02,981171.5625,yes
146,Kanadeio Island,1,Canada,45.541124442523,-80.478814337997,0,0,1,0,0,1,0,0,1,1,0,0,0,Parry Sound,25.33,873938.0625,yes
147,Phuket Island Villas,0,Thailand,7.999147902633599,98.34481158242201,0,0,1,0,0,0,0,0,0,0,0,0,0,Amphoe Thalang,2.52,37416888.0,yes
148,Lower Harbour Cay,5,Bahamas,25.083136677834002,-77.201706503552,0,1,1,0,0,0,0,0,0,0,0,0,0,Nassau,9.01,7358159.0,yes
149,Tavewa Island Property,5,Fiji,-16.926284699999997,177.35997949999995,0,1,0,0,1,0,0,0,0,0,0,0,0,Ba,46.85,1833234.25,yes
150,Johnston Island,12,United States of America,44.024194774282996,-69.390963693579,0,1,1,0,1,1,0,0,0,0,1,0,1,Friendship,3.98,2412592.25,yes
151,Quiet Cove Key,0,United States of America,24.738329914275997,-81.01329596693401,0,0,1,0,0,0,0,0,0,0,0,0,0,Marathon,5.13,6334401.0,yes
152,Fane Island,2,Canada,48.80727150000001,-123.269226,0,1,1,0,0,0,0,0,0,0,0,0,0,Salt Spring Island,10.1,360732.3125,yes
153,Little Ironsides Island,1,United States of America,44.396643,-75.84586,0,0,1,0,0,1,0,0,0,0,0,1,0,Alexandria Bay,5.5,1066544.375,yes
154,Carlotta Island,14,Canada,45.138622414478,-80.067633758197,0,0,1,0,0,1,0,0,1,1,0,0,0,Parry Sound,14.51,1179330.0,yes
155,"Blackbook Listing
(2132)",0,Nicaragua,11.915325297967,-85.905318260193,0,0,1,1,0,1,0,0,1,0,0,0,0,Granada,3.57,3088314.0,yes
156,West Calf Island,62,Ireland,51.474428718687,-9.5181083679199,1,1,1,0,0,0,0,0,0,0,1,0,0,Skibbereen,12.01,2347681.75,yes
157,Big Trout Island,30,United States of America,46.055721999999996,-83.853021,1,0,1,0,0,1,0,0,1,0,0,0,0,Thessalon,19.19,2477964.5,yes
158,Mouse Island,0,United States of America,41.315669590206,-71.991948846835,0,0,1,0,0,1,0,0,0,0,0,0,0,Noank,0.85,1505720.75,yes
159,11907 Ocklawaha Drive,12,United States of America,28.852008357708996,-81.758651344566,0,0,1,0,0,1,0,0,1,0,0,0,0,Silver Lake,2.5,3408309.5,yes
160,Nanuku Levu Island,11,Fiji,-16.718845077294,-179.45377655029,0,1,1,0,1,0,0,0,0,0,0,0,0,Cakaudrove Province,74.84,6517980.5,yes
161,Ermyn Island,11,Canada,45.202555467843,-80.139403875147,0,0,1,1,0,1,0,0,1,1,0,0,0,Parry Sound,11.21,1605988.5,yes
162,Second Sister Island,3,Canada,48.8376344,-123.45405690000001,0,1,1,0,0,0,0,0,0,0,0,0,0,Salt Spring Island,2.12,1229915.125,yes
163,Santa Lucia,100,Nicaragua,10.943003057792001,-83.710919960669,0,1,0,0,0,0,0,0,0,0,0,0,0,Pococí,31.06,3441900.5,yes
164,Lime Cay,10,Nicaragua,12.438022,-83.43251500000002,0,1,0,0,1,0,0,0,0,0,0,0,0,Laguna de Perlas,17.4,3405120.5,yes
165,Starlings Island,75,United States of America,37.916135851615,-75.732707724854,1,0,0,0,0,0,0,0,1,0,0,0,0,Crisfield,8.07,709633.75,yes
166,Exile Island,15,Fiji,-16.271126265195,179.43393947924,0,1,0,0,1,0,0,0,0,0,1,0,0,Labasa,12.11,11281004.0,yes
167,North East Pavis Island,11,Canada,45.56096820000001,-80.4662676,0,0,0,0,0,0,0,0,1,0,0,0,0,Parry Sound,25.58,337112.28125,yes
168,Motu Opuou,1,France,-16.561297861051,-151.4558982933,0,1,0,0,1,0,0,0,0,0,0,0,0,Avarua,631.34,2866241.75,yes
169,Lighthouse Island,5,Canada,45.894251275682,-80.74134428173801,0,0,1,1,0,1,0,0,1,1,0,0,0,Lively,42.07,2697198.25,yes
170,Cherry Island,8,United States of America,38.563030376469,-76.211800904907,0,0,0,0,0,0,0,0,1,0,0,0,0,Algonquin,5.89,694464.375,yes
171,Diamond Cay,1,Honduras,16.113511905399,-86.941889989258,0,1,0,0,1,0,0,0,0,0,0,0,0,Utila,1.18,1041138.5,yes
172,O'Dowd Island,13,United States of America,44.74313409345,-93.518613454492,0,0,1,0,0,1,0,1,1,0,0,0,1,Shakopee,3.81,2358350.5,yes
173,Ahe Atoll Motu,17,France,-14.431034977429999,-146.27718546453002,0,1,1,0,1,0,0,0,0,0,0,0,0,Avarua,1003.01,4110651.25,yes
174,Papoose Island,0,United States of America,44.247437079505,-76.149344934393,0,0,1,0,0,0,0,0,0,0,0,0,0,Clayton,3.19,890806.125,yes
175,Island C-915,18,Canada,46.056973897166,-81.565002617322,0,0,1,0,0,1,0,0,1,1,0,0,0,Espanola,16.93,1744802.25,yes
176,Cusabo Island,47,United States of America,32.653843,-79.976937,1,1,1,0,0,1,0,0,0,0,0,0,0,Folly Beach,2.13,4006346.75,yes
177,Island C-921,2,Canada,45.66945379462,-80.159070942297,0,0,1,0,0,1,0,0,1,1,0,0,0,Parry Sound District,16.69,873938.0625,yes
178,Morlock Island - C-933,3,Canada,45.4308051,-80.3833537,0,0,1,1,0,1,0,0,1,1,0,0,0,Parry Sound,17.85,1680920.5,yes
179,Isla Quiros,4,Panama,8.4345311697522,-78.983000706082,0,1,0,0,1,0,0,0,0,0,0,0,0,Distrito de Balboa,2.51,2196403.25,yes
180,Lizzie Island,5,United States of America,46.642863140349,-96.013993372522,0,0,1,0,1,1,0,0,1,0,0,0,0,Pelican Rapids,5.96,957789.6875,yes
181,Campbell Island,97,United States of America,42.551183,-73.75268,1,0,0,0,0,0,0,0,0,0,0,1,0,Castleton-on-Hudson,2.27,662989.625,yes
182,Tilloo Pond,11,Bahamas,26.444296883902002,-76.988294073541,0,1,1,1,1,1,0,1,0,0,1,0,0,Marsh Harbour,8.16,7092439.5,yes
183,xBrown Islandx,5,United States of America,45.069038770373,-68.153034165173,0,0,1,0,0,1,0,0,1,0,0,0,0,Enfield,23.75,922741.25,yes
184,Farquharson Island,135,Canada,50.597193543747,-126.32138808623002,0,0,0,0,0,0,0,0,0,0,0,0,0,Port McNeill,33.56,2527179.25,yes
185,Steele Island,0,Canada,45.551207170262,-80.490211248398,0,0,0,0,0,0,0,0,0,0,0,0,0,Parry Sound,26.17,144951.734375,yes
186,Bustard Island,3,Canada,45.894028959984,-80.888889710315,0,0,1,0,0,1,0,0,1,0,0,0,0,Lively,39.3,3924639.0,yes
187,1 Snake Island,7,Canada,44.795874991631,-79.84481724853501,0,0,0,0,0,0,0,0,1,1,0,0,0,Midland,3.67,1589174.25,yes
188,Ropewalk Caye,7,Belize,17.228154932228,-87.861184801819,0,1,0,0,1,0,0,0,0,0,0,0,0,Belize City,29.04,415909.8125,yes
189,Dry Island,2,Canada,45.125510239123,-79.975811217383,0,0,1,1,0,1,0,0,1,1,0,0,0,Parry Sound,15.6,1595778.375,yes
190,Fox Point Island,2,United States of America,44.954250729144,-67.394955200261,0,0,1,0,0,1,0,0,1,1,0,0,0,Washington County,10.52,731595.75,yes
191,Morrow Island,4,United States of America,44.380163276388,-69.32967569252901,0,0,0,0,0,0,0,0,1,0,0,0,0,Searsmont,6.77,341205.53125,yes
192,Tahifehifa Island,1,Tonga,-18.811052408543,-173.99761307277,0,1,0,0,1,0,0,0,0,0,0,0,0,Neiafu,11.12,1571246.125,yes
193,Pickerel Pine Island,3,Canada,45.99534,-80.605994,0,0,0,0,0,0,0,0,0,0,0,0,0,Greater Sudbury,38.79,2706483.5,yes
194,Standerson Island,27,United States of America,46.06613170000001,-83.77194909999999,1,0,0,0,0,0,0,0,1,0,0,0,0,Thessalon,16.07,665176.4375,yes
195,Narrows Island,6,United States of America,44.80515618292901,-67.35468900000001,0,0,0,0,0,0,0,0,1,0,0,0,0,East Machias,4.87,528703.75,yes
196,Wedding Cake Island,1,Canada,44.652292665194,-76.298830074219,0,0,0,0,0,1,0,0,1,1,0,0,1,Perth,17.29,682533.75,yes
197,Little Gaulding Cay,2,Bahamas,25.613744,-77.735395,0,1,1,0,0,0,0,0,0,0,0,0,0,San Andros,42.6,1616643.375,yes
198,Win Island,2,Canada,45.889911,-80.23655699999998,0,0,1,0,0,1,0,0,1,0,0,0,0,Parry Sound District,21.7,873938.0625,yes
199,Pink Pearl Island,1,Nicaragua,12.4373519,-83.4229208,0,1,0,0,1,0,0,0,0,0,0,0,0,Laguna de Perlas,17.98,120399.6015625,yes
200,Skala's Palace,2,Canada,46.051568468517,-81.659350451562,0,0,0,0,0,0,0,0,0,0,0,0,0,Little Current,13.68,187777.125,yes
201,Natural Inlet Island,2,Canada,45.990224403340996,-81.23095875476,0,0,0,0,0,0,0,0,0,0,0,0,0,Lively,30.86,710424.0625,yes
202,Bear Island,7,Canada,44.245926466187,-64.370451321426,0,1,0,0,0,0,0,0,0,0,0,0,1,Lunenburg,9.54,157587.65625,yes
203,Sarrat Island,2,Canada,48.6739124,-88.12120340000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder Bay,55.46,-43881.4609375,yes
204,Pearl Island,1,Canada,45.898007,-80.903902,0,0,1,0,0,1,0,0,1,1,0,0,0,Lively,38.82,3839496.5,yes
205,Stewards Island,54,United States of America,41.72903485420999,-79.32497686773699,1,0,0,0,0,0,0,0,0,0,0,1,0,Warren County,6.46,1552931.25,yes
206,Lake Nipissing Island C-905,1,Canada,46.301840815561,-79.838850719324,0,0,1,0,0,1,0,0,1,1,0,0,0,North Bay,17.81,873938.0625,yes
207,Rock Island,1,United States of America,41.631443062682,-72.302821775888,0,0,0,0,0,1,0,0,1,0,0,0,0,Hebron,3.74,1710328.25,yes
208,Hangover Island,40,United States of America,28.819601801300998,-82.684178015869,1,0,0,0,1,0,0,0,0,0,0,1,0,Homosassa,4.95,2849100.25,yes
209,Sweet Island,3,Canada,54.651677230444,-124.96982571423,0,0,1,0,0,0,0,0,1,0,0,0,0,Burns Lake,43.13,570441.5,yes
210,Gautier Island,3,United States of America,30.376475934600002,-88.61482248161501,0,1,0,0,0,0,0,0,0,0,0,0,0,Gautier,0.67,639184.6875,yes
211,Tavern Island,4,United States of America,41.060858887019,-73.421734255295,0,1,1,0,0,1,0,0,0,0,0,0,0,Darien,2.77,2155853.25,yes
212,Spanish Lookout Caye,186,Belize,17.412715897467,-88.070159026367,1,1,0,0,1,0,0,1,0,0,0,0,0,Belize City,10.32,6144973.5,yes
213,Tikina-i-ra Island,10233,Fiji,-16.768883908763,178.48990280449,1,1,0,0,1,0,0,0,0,0,0,0,0,Bua Province,17.77,3893946.5,yes
214,Sear Island,28,Canada,49.14689425139201,-123.69157732853,1,1,1,1,0,1,0,0,0,0,0,0,0,Cedar,7.58,3865413.0,yes
215,Jupiter Island,642,Ecuador,0.432841,-80.05711,1,1,0,0,1,0,0,0,0,0,1,0,0,Muisne,12.61,17106512.0,yes
216,2620,1350,Greece,38.069309552599,19.0253207125,1,1,0,0,1,0,0,0,0,0,0,0,0,Lixoúri,77.26,44847212.0,yes
217,Tovu Island,180,Fiji,-17.346108087666,178.05884785448998,1,1,1,0,1,1,0,0,0,0,0,0,0,Ra Province,12.79,5870850.0,yes
218,Sindiro Island,220,Uganda,0.15922982410854,33.137118460852,1,0,0,0,0,0,0,0,1,0,0,0,0,Njeru,19.73,12838716.0,yes
219,Crawl Caye (Belize City),48,Belize,17.577936138183,-87.794451441528,1,1,0,0,0,0,0,0,0,0,0,0,0,San Pedro,25.94,3786128.5,yes
220,Little Bay Estate,7,United Kingdom,18.491555511761,-64.364994265857,0,1,1,0,1,1,0,0,0,0,0,0,0,Saint Paul’s,125.42,4342106.5,yes
221,26-Acre Island in Blue Ground Range,3,Belize,16.81485815408,-88.15099612653202,0,1,1,0,1,1,0,0,0,0,0,0,0,Dangriga,12.0,2635352.0,yes
222,Wadigi Island,0,Fiji,-17.717881368644,177.14799322578,0,1,0,0,0,1,0,0,0,0,0,0,0,Nadi,18.6,2158595.75,yes
223,The Balam Escape,9500,Belize,17.985908426168002,-88.198139639258,1,1,0,0,1,0,0,0,0,0,0,0,0,San Pedro,16.01,14405556.0,yes
224,42-Acre Private Island West of Placencia Village,42,Belize,16.515152844688,-88.37696588311199,1,1,0,0,0,0,0,0,0,0,0,0,0,Placencia,0.7,4457960.0,yes
225,Mauger Caye,7,Belize,17.607045928001,-87.77201230423,0,1,0,0,0,0,0,0,0,0,0,0,0,San Pedro,24.87,415909.8125,yes
226,Pair of Fiji Islands,25,Fiji,-17.1121121,177.2469064,1,1,0,0,1,0,0,0,0,0,0,0,0,Lautoka,37.37,4130622.25,yes
227,Gibraleon Island,227,Panama,8.5168638912591,-79.045165847022,1,1,0,0,1,0,0,0,0,0,0,0,0,Distrito de Balboa,4.64,9139742.0,yes
228,Wailagilala Island,113,Fiji,-16.74894797678,-179.10319795659,1,1,1,0,1,0,0,0,0,0,0,0,0,Cakaudrove Province,98.11,19021140.0,yes
229,"Pine Island, Vermont",23,United States of America,44.808682143475,-71.86852816499001,1,0,0,0,1,0,0,0,1,1,0,0,1,Essex County,8.57,563920.625,yes
230,Denarau Peninsula,1,Australia,-17.763712796196,177.38533436014,0,1,1,0,1,1,0,0,0,0,0,0,0,Nadi,3.39,3720501.25,yes
231,Laguna Azul,2,Panama,9.1888035899812,-82.102900224762,0,1,0,0,0,1,0,1,0,0,0,0,0,Isla Bastimentos,7.96,2407947.5,yes
232,Jewel Caye,2,Belize,16.790789221728,-88.156483249436,0,1,1,0,1,1,0,0,0,0,0,0,1,Dangriga,13.36,2558597.0,yes
233,Reef Islands,237,Vanuatu,-13.621122871583,167.52765646465,1,1,0,0,1,0,0,0,0,0,0,0,0,Sola,17.69,6573458.0,yes
234,Elizabeth Island,65,Australia,-38.41622279999999,145.36897119999998,1,1,1,0,1,0,0,0,0,0,0,0,0,Bass Coast,7.0,1816714.5,yes
235,Crawl Caye (Placencia),55,Belize,16.599145201844,-88.215739103699,1,1,0,0,0,0,0,0,0,0,0,0,0,Placencia,11.58,3786128.5,yes
236,Thatch Cay,230,United States of America,18.358497375508,-64.85728765081801,1,1,0,0,1,0,0,0,0,0,0,0,0,Saint Paul’s,148.33,19248824.0,yes
237,Lenur Island,84,Vanuatu,-16.515245560472,167.59472462433,1,1,0,0,1,0,0,0,0,0,0,0,0,Norsup,33.73,859385.0,yes
238,French Bay Property,130,United States of America,18.315466197777,-64.904952182092,1,1,1,0,1,0,0,0,0,0,0,0,0,Saint Paul’s,149.89,18542384.0,yes
239,Water Island Peninsula,2,United States of America,18.318584944342,-64.958119702299,0,1,1,0,0,1,0,0,0,0,0,0,0,Saint Paul’s,153.16,4286123.5,yes
240,Private Island Exuma,46,Bahamas,24.184307098204002,-76.44117357619601,1,1,1,0,1,1,0,0,0,0,0,0,0,Arthur’s Town,57.11,11925144.0,yes
241,Pebble Island,26247,Falkland Islands,-51.286789099609,-59.652042170312,1,1,1,0,1,0,1,1,0,0,1,0,0,Puerto Deseado,371.38,21182944.0,yes
242,Long Caye Private Island,40,Belize,16.489920017723,-88.214336030103,1,1,1,0,0,1,0,0,0,0,0,0,0,Placencia,10.22,7773700.5,yes
243,Funk Caye,3,Belize,16.550108117935,-88.08482046066902,0,1,0,0,1,0,0,0,0,0,0,0,0,Placencia,18.82,314097.0,yes
